ID,translation 1,translation 2,PoS,ar_hum,ar_txt,cy_hum,cy_txt,en_hum,en_txt,es_hum,es_txt,et_hum,et_txt,fi_hum,fi_txt,fr_hum,fr_txt,he_hum,he_txt,pl_hum,pl_txt,ru_hum,ru_txt,sw_hum,sw_txt,zh_hum,zh_txt
26,circumnavigation,baggage,nouns,0.5,0.20082610845565796,0,0.23552905023097992,0.153846154,0.09684838354587555,1.1,0.04100955277681351,0.9,0.25427308678627014,0.3,0.1355598121881485,1,0.14069339632987976,0.2,0.2648462653160095,0,0.13162584602832794,1,0.1948741376399994,0,0.16678543388843536,0,0.144839346408844
27,mob,crowd,nouns,5.8,0.46127787232398987,4.7,0.12014391273260117,4.538461538,0.5159329175949097,3.2,0.19379891455173492,5.5,0.4429471492767334,5.2,0.5088821649551392,5.7,0.5195935964584351,4.4,0.3615850806236267,3.7,0.445983350276947,4,0.6131069660186768,4.2,0.1196507140994072,0.909090909,0.3200574815273285
28,shoulder,head,nouns,2.8,0.39281877875328064,0.9,0.29081669449806213,0.923076923,0.4638187885284424,1.5,0.45407775044441223,1.1,0.052325405180454254,0.9,0.5138700008392334,2.7,0.46389245986938477,1.4,0.1601562798023224,0.7,0.31123071908950806,0.6,0.2914447486400604,0.8,0.23965688049793243,0.181818182,0.3355180323123932
29,archer,pathfinder,nouns,0.8,0.11850985139608383,0.1,0.2183550000190735,0.307692308,0.35476452112197876,0.8,0.1800585389137268,0.6,0.22906407713890076,0.2,0.2878931164741516,2.2,0.4564759433269501,0.2,0.02883392572402954,1.5,0.45846807956695557,0.6,0.4636862277984619,0,0.1998063623905182,0.272727273,0.19430920481681824
30,myth,satire,nouns,0.4,0.18034185469150543,0.3,0.22045400738716125,0.153846154,0.33966559171676636,2,0.28041255474090576,1,0.20860664546489716,0.5,0.30928942561149597,2,0.2725345492362976,1.1,0.23828209936618805,1.8,0.2720911502838135,0.7,0.25222504138946533,2.4,0.23490016162395477,0.363636364,0.3720068633556366
31,winner,candidate,nouns,2.9,0.3434799611568451,0.8,0.3064718246459961,0.769230769,0.3675937354564667,1.7,0.4920347332954407,1.2,0.3060116767883301,1.1,0.42996060848236084,2.6,0.43547743558883667,1.2,0.3148149847984314,0.7,0.4753700792789459,0.8,0.4481273591518402,1.1,0.3843696713447571,2.181818182,0.48656535148620605
32,combat,belligerence,nouns,3.8,0.3604509234428406,2,0.25093719363212585,1.923076923,0.27476948499679565,3.4,0.3017154335975647,1.5,0.32913339138031006,1.8,0.5007226467132568,4.6,0.33529403805732727,3.1,0.18314239382743835,2.8,0.4348667860031128,2,0.15677541494369507,4.1,0.15258081257343292,3,0.29847434163093567
33,door,gate,nouns,4.2,0.48206111788749695,1.9,0.17678125202655792,2.769230769,0.6199976801872253,4.9,0.46180397272109985,3.3,0.2458508163690567,3.3,0.5731265544891357,4.8,0.373330295085907,4.3,0.3245697021484375,4,0.37628257274627686,3.6,0.47007307410240173,5.1,0.5231257677078247,5.545454545,0.613925576210022
34,bowling,bowler,nouns,3.2,0.4225030839443207,1.4,0.5945154428482056,1.153846154,0.6937747001647949,2.1,0.28920480608940125,1.5,0.4790855944156647,1.8,0.6177513003349304,1.6,0.1808200627565384,3,0.29583537578582764,1.9,0.5924049019813538,1.9,0.33285167813301086,2.4,0.4268210530281067,1.090909091,-0.06073296070098877
35,circumstance,situation,nouns,3.1,0.30184122920036316,5.3,0.2543211579322815,5.076923077,0.6816601753234863,5.6,0.4267856180667877,3.4,0.27963030338287354,4.6,0.504840075969696,5.2,0.5017951130867004,4.3,0.33629629015922546,4.8,0.49665161967277527,4,0.2758806645870209,1.7,0.3895740807056427,5.181818182,0.755952000617981
36,convocation,gathering,nouns,2.2,0.34500735998153687,0.8,0.21789763867855072,3.846153846,0.36799395084381104,4.8,0.2955998182296753,3.4,0.4248003363609314,4.5,0.6020892262458801,3.3,0.3236862123012543,5,0.33984777331352234,5.8,0.23472841084003448,4.4,0.30260568857192993,4.6,0.2070600539445877,2.727272727,0.0
37,care,caution,nouns,2.2,0.15168072283267975,3.1,0.20573101937770844,4.076923077,0.2678064703941345,5.7,0.42300769686698914,3.7,0.2403254210948944,1.6,0.32534196972846985,5,0.37793847918510437,2.5,0.26766860485076904,2.6,0.4068557620048523,1.8,0.4181847870349884,0.2,0.0938568040728569,3.363636364,0.487438827753067
38,gravity,meteor,nouns,1.4,0.20687134563922882,0.6,0.2672727108001709,0.230769231,0.2874663472175598,1.4,0.24028992652893066,0.8,0.32044973969459534,0.2,0.45472386479377747,1.4,0.2615983784198761,1,0.2743971645832062,0.3,0.28566208481788635,0.2,0.1544177234172821,0,0.08458760380744934,0,0.13409435749053955
39,dinner,chicken,nouns,2.5,0.2574349343776703,0.8,-0.13389627635478973,0.692307692,0.39505085349082947,1.6,0.2120865136384964,0.6,0.27743205428123474,1.3,0.3039887845516205,1.7,0.29549774527549744,0.8,0.21318815648555756,0.4,0.316999226808548,0.6,0.26707834005355835,0.5,0.17981743812561035,0.272727273,0.1712586134672165
40,sensor,radiator,nouns,0.8,0.02658895030617714,0.2,0.26932746171951294,0.230769231,0.37266865372657776,1.2,0.39486390352249146,0.2,0.34036606550216675,0.1,0.29171696305274963,1,0.4311562180519104,0.8,0.2813349664211273,0.1,0.23712049424648285,0.4,0.4246394634246826,0.6,0.2096257358789444,0.363636364,0.3656991720199585
41,popcorn,cinema,nouns,2.7,0.14652766287326813,0.7,0.2600037455558777,0.230769231,0.4449481964111328,2.1,-0.09399957954883575,1.1,0.28991109132766724,0.4,0.17482098937034607,1.8,0.45887163281440735,1,0.3971201777458191,0.4,0.34240254759788513,1.1,0.4251450300216675,0.1,0.08445888012647629,0.454545455,0.24221687018871307
42,house,apartment,nouns,4.8,0.3684544265270233,2.2,0.18751928210258484,2.846153846,0.7194766998291016,4.1,0.46518179774284363,1.9,0.4785257577896118,3.5,0.6867354512214661,4,0.5519869923591614,4.4,0.2558481991291046,4.8,0.6291684508323669,4.2,0.5367155075073242,3.9,0.15872415900230408,4.272727273,0.5754872560501099
43,cent,wife,nouns,0.6,0.0692565068602562,0.1,0.11585099250078201,0,0.12684310972690582,0.3,0.1194094642996788,0.1,0.0006626488757319748,0,0.28512370586395264,0.1,0.1383722871541977,0,0.11007435619831085,0.1,0.07613968849182129,0,-0.007580743171274662,0,0.14960572123527527,0.363636364,0.2766761779785156
44,word,literature,nouns,2.5,0.2033175826072693,1.3,0.26106318831443787,1.615384615,0.27980369329452515,2.4,0.3187023401260376,1.6,0.25742143392562866,0.8,0.4009574055671692,2.3,0.1505323350429535,1.5,0.23480476438999176,2,0.1627058982849121,1.1,0.18705421686172485,0.6,0.1945558786392212,2,0.37672072649002075
45,broom,dust,nouns,2.9,0.2890995740890503,0.2,0.2747911214828491,0.230769231,0.4041840732097626,0.9,0.15454724431037903,1.1,0.1833796501159668,0.7,0.2734430432319641,2,0.4014522433280945,1.3,0.4034714102745056,0.2,0.315843403339386,1.3,0.3717924952507019,0.4,0.20922398567199707,0.363636364,0.4360811412334442
46,snowboard,skiing,nouns,2.7,0.0012015264946967363,1.8,0.1781579703092575,1.230769231,0.7302365899085999,2.6,0.6611152291297913,2.1,0.47679105401039124,0.8,0.41166171431541443,4,0.7421178221702576,2.8,0.30641213059425354,1.8,0.5897133946418762,2.1,0.7158499360084534,2.3,0.34631964564323425,1.454545455,0.6807147860527039
47,son,father,nouns,3.2,0.2959541976451874,0.9,0.4162600338459015,0.615384615,0.8531320691108704,1.6,0.7115793228149414,1.8,0.7094582915306091,1.4,0.7762786149978638,2.7,0.7712251543998718,2,0.16167551279067993,1.1,0.8066182732582092,0.9,0.8244380354881287,0.5,0.1886933594942093,0.454545455,0.7594555616378784
48,seed,mustard,nouns,1.8,0.25237396359443665,0.3,0.39331454038619995,0.692307692,0.41143494844436646,1.8,0.3824865221977234,1.1,0.24801671504974365,1.1,0.29258856177330017,2.7,0.4442254602909088,1.4,0.31916525959968567,0,0.11056523770093918,1.4,0.26660987734794617,0.1,0.24002432823181152,0.545454545,0.2470119148492813
49,cat,rabbit,nouns,2.7,0.2667044401168823,1,0.2719329595565796,0.615384615,0.5537746548652649,0.9,0.37561890482902527,1,0.43158870935440063,1.3,0.5369784832000732,1.9,0.6438814997673035,1.3,0.46055907011032104,1.1,0.6935490965843201,0.3,0.6608526706695557,0.4,0.23987910151481628,0.545454545,0.5237855315208435
50,biologist,microscope,nouns,2.4,0.20746025443077087,0.8,0.33406537771224976,0.153846154,0.309230238199234,1.3,0.24830009043216705,1.2,0.23777827620506287,0.4,0.3751332461833954,2.1,0.34995734691619873,1.1,0.26314428448677063,0.7,0.3998136818408966,1.1,0.3448410630226135,0.5,0.2373218536376953,0.181818182,0.4017655849456787
51,badge,glass,nouns,0.7,0.19053474068641663,0,0.10838362574577332,0.076923077,0.15696550905704498,0.7,0.21515055000782013,0.3,0.11713084578514099,0,0.16767336428165436,0.5,0.2693217992782593,0.4,0.008946376852691174,0.1,0.19487643241882324,0,0.18779096007347107,0,0.11025035381317139,0.090909091,0.18910905718803406
52,gossip,news,nouns,2.7,0.27268728613853455,2.8,0.37205278873443604,2.153846154,0.547045111656189,2.1,0.08884544670581818,2.2,0.011142522096633911,1,0.3088218867778778,4.7,0.1319863647222519,2.2,0.36206570267677307,1.7,0.3010031282901764,2.4,0.4223538339138031,1.1,0.15502053499221802,2.181818182,0.350481778383255
53,dice,cube,nouns,3.9,0.14604386687278748,2.8,0.18478010594844818,1.692307692,0.4079456329345703,3.5,0.094632089138031,2.4,0.2990036606788635,3.2,0.48730018734931946,4.6,0.21738189458847046,4.5,0.5160720944404602,1.4,0.23950473964214325,2.9,0.07648901641368866,0.9,0.3801843822002411,2.454545455,0.3797902762889862
54,tower,bell,nouns,1.5,0.3191366493701935,0.3,0.11474420875310898,0.153846154,0.43944382667541504,1.7,0.401034414768219,1.3,0.12400896102190018,0.5,0.26089391112327576,1.6,0.3884405791759491,1,0.36207878589630127,0.5,0.35154813528060913,0.8,0.36185646057128906,0.3,0.17975562810897827,0.636363636,0.26164138317108154
55,hardware,case,nouns,2.2,0.3190212845802307,0,0.12112636864185333,0.307692308,0.17062713205814362,0.6,0.0018853156361728907,0.4,0.08253458887338638,0,0.3305152654647827,1.9,0.27148446440696716,0.5,0.1867859810590744,0.5,0.2761504352092743,0.3,0.13143283128738403,0.1,0.08126841485500336,0.181818182,0.2300405502319336
56,god,priest,nouns,2,0.3084215223789215,0.8,0.13502517342567444,0.384615385,0.3949449360370636,1.6,0.3279033303260803,1.4,0.26795318722724915,0.9,0.38609230518341064,2.1,0.4394890069961548,1.3,-0.018141120672225952,0.6,0.3438127934932709,1.1,0.3172222971916199,0.5,0.029754333198070526,0.272727273,0.256267786026001
57,river,valley,nouns,3.8,0.5843186974525452,0.9,0.3842243552207947,0.846153846,0.6319174766540527,2.4,0.3466470539569855,1.3,0.4659411609172821,0.7,0.4642922878265381,2.2,0.6705418229103088,1.2,0.5238246917724609,0.6,0.518549919128418,0.7,0.6031591892242432,0.5,0.3667103052139282,1.727272727,0.47027498483657837
58,automobile,car,nouns,6,1.0000001192092896,5,0.41415470838546753,5.692307692,0.7390686869621277,5.5,0.7331860065460205,5,0.545640766620636,6,0.6307529807090759,6,0.5668735504150391,5.9,0.4102243185043335,5.4,0.5297017693519592,5.7,0.5598248839378357,5.8,0.30875658988952637,5.818181818,0.6315850615501404
59,mother,wife,nouns,3.5,0.21199896931648254,1.8,0.3814816176891327,1.769230769,0.744360625743866,2.1,0.6201356053352356,2.3,0.4421466290950775,1.7,0.7440707087516785,3.3,0.6312923431396484,2.5,0.40094077587127686,1.1,0.7761847972869873,1.9,0.6830427646636963,2.7,0.319390207529068,2.272727273,0.517419695854187
60,tree,maple,nouns,3,0.37563174962997437,2.9,0.35389935970306396,2,0.4504019021987915,3.7,0.3717377483844757,2.3,0.42793306708335876,3.5,0.6279186606407166,4.7,0.40804624557495117,2.6,0.28207606077194214,2.8,0.3778640627861023,3,0.4788845181465149,3.1,0.34523406624794006,4.272727273,0.49746620655059814
61,rice,boy,nouns,0.2,0.17279744148254395,0,0.0444759838283062,0,0.18849587440490723,0,0.1538044512271881,0.1,0.18979214131832123,0,0.21415585279464722,0.1,0.23087196052074432,0.4,0.21623753011226654,0,0.31449514627456665,0,0.15033768117427826,0,0.03322531655430794,0,0.18107183277606964
62,guy,stud,nouns,2.2,0.35162168741226196,0.6,0.2042420655488968,1.384615385,0.41850095987319946,0.6,0.2818557918071747,1.5,0.35123831033706665,1.1,0.3883354067802429,2,0.23909835517406464,1.6,0.5285856127738953,0.8,0.40334373712539673,0.9,0.5491759777069092,0,0.1696462780237198,0.818181818,0.43973293900489807
63,harbor,wrapper,nouns,0.5,0.13882167637348175,0,0.2022687792778015,0,0.12113765627145767,0.1,0.12309315800666809,0,0.048687152564525604,0,0.20010393857955933,0.9,0.31858548521995544,1.9,0.04491410031914711,0.1,0.19810228049755096,0.2,0.05872088298201561,0,0.12295444309711456,0,0.23383647203445435
64,intelligence,logic,nouns,3.4,0.4285756051540375,2,0.2962031662464142,2.692307692,0.3712058663368225,3.4,0.3804457187652588,2.3,0.32216453552246094,2.7,0.43644005060195923,3.9,0.44205182790756226,2.7,0.27849718928337097,2.4,0.5806134343147278,2.4,0.41703951358795166,2.9,0.24744190275669098,3.090909091,0.3402096629142761
65,day,morning,nouns,3,0.574160099029541,1.1,0.20787003636360168,2,0.7311460971832275,3.6,0.3276519477367401,1.7,0.41954752802848816,2,0.5898973941802979,3.2,0.5356619358062744,2,0.4824957251548767,2.2,0.5859427452087402,1.3,0.5609918236732483,0.9,0.3789600431919098,5.545454545,0.5733820796012878
66,weapon,helmet,nouns,2.1,0.28650110960006714,0.8,0.22152447700500488,0.384615385,0.40654221177101135,1.4,0.20898176729679108,0.6,0.3233773708343506,0.4,0.39829882979393005,1.9,0.3453488349914551,1.5,0.2801971435546875,0.6,0.34510064125061035,1.1,0.39521440863609314,0.4,0.12310070544481277,0.272727273,0.371867835521698
67,monastery,shower,nouns,0.4,0.08733280748128891,0,0.08316529542207718,0,0.22126778960227966,0,0.13613753020763397,0.2,0.007710968144237995,0,0.1745835244655609,0.2,0.10978570580482483,0,0.1571306586265564,0,0.1977137327194214,0,0.15979041159152985,0,0.12951064109802246,0,0.16970114409923553
68,winner,presence,nouns,1.3,0.21911855041980743,0,0.07241842150688171,0,0.10322889685630798,0.4,0.04992815479636192,0.7,0.07091142982244492,0,0.1716352105140686,0.5,0.16033600270748138,0,0.16537688672542572,0.1,0.1078280657529831,0.1,0.06761679798364639,0.1,0.1753499060869217,0,0.11026010662317276
69,television,cinema,nouns,3.7,0.3785843551158905,1.1,0.3471605181694031,1.384615385,0.5010260939598083,2.3,0.5572248697280884,2.2,0.37363266944885254,0.8,0.429416298866272,3.3,0.5336490273475647,2.6,0.3949364125728607,0.9,0.3790493607521057,2.8,0.6049455404281616,2.9,0.2544190585613251,2.454545455,0.5995336174964905
70,steak,meat,nouns,4.9,0.2153950184583664,3.1,0.14674334228038788,3.384615385,0.6918244957923889,3.6,0.45909613370895386,4.2,0.32481849193573,0.4,0.13047507405281067,4.9,0.6384627819061279,3.5,0.4964040517807007,4,0.4744841158390045,4.2,0.5785472393035889,4.9,0.2093716859817505,4.090909091,0.4312771260738373
71,piston,engine,nouns,1.7,0.47317174077033997,2.6,0.38516101241111755,1.846153846,0.5418118834495544,2.2,0.480441153049469,1.7,0.2986840605735779,1.7,0.5498743057250977,3.2,0.4928987920284271,1.7,0.3448791801929474,2,0.4310688078403473,1.8,0.5113800168037415,1.4,0.4369867146015167,1.181818182,0.4112904965877533
72,virus,blood,nouns,1,0.18764571845531464,0.6,0.19008326530456543,0.615384615,0.24524790048599243,1.2,0.2141500562429428,1.1,0.1905692219734192,0.7,0.3176892101764679,2.1,0.28998252749443054,1.1,0.05533800646662712,0.5,0.2554321587085724,0.8,0.2772786319255829,0.5,0.12412767857313156,0.181818182,0.38952967524528503
73,man,sentry,nouns,1.3,0.3680536150932312,0.6,0.23518846929073334,0.769230769,0.306757390499115,0.9,0.24385042488574982,1.3,0.3381349742412567,2.2,0.5606486201286316,2.7,0.2794201672077179,0.6,0.24061672389507294,1.1,0.43065762519836426,1.1,0.3815966844558716,0.7,0.2391800731420517,2,0.3168359398841858
74,sheep,lamb,nouns,4.9,0.14818687736988068,3.3,0.41920897364616394,4.538461538,0.6525748372077942,3.8,0.2420951873064041,4,0.3999286890029907,4.3,0.5807336568832397,4.8,0.6848911643028259,3.5,0.3183005750179291,4,0.37506556510925293,3,0.5787656903266907,3.8,0.6156699061393738,4.363636364,0.5436238050460815
75,car,highway,nouns,2.4,0.2543416917324066,0.8,0.19885854423046112,0.307692308,0.48021799325942993,1.4,0.4715104401111603,1.1,0.37069231271743774,0.6,0.3987192213535309,2.3,0.5105729699134827,1.4,0.3262956738471985,0.3,0.2172081172466278,1.1,0.26806920766830444,0.5,0.21903449296951294,0.090909091,0.20863567292690277
76,endurance,strength,nouns,4.2,0.4132639467716217,4.8,0.2818916440010071,2.846153846,0.5913994908332825,3,0.4563428461551666,2.7,0.30567696690559387,4,0.508568525314331,3.5,0.5265295505523682,2.7,0.2619176506996155,2.6,0.5400437116622925,2.8,0.5306988954544067,0.1,0.19126935303211212,2.545454545,0.3513433635234833
77,entropy,information,nouns,0.4,0.23918645083904266,0.2,0.38111987709999084,0.769230769,0.21106204390525818,0.8,0.18555176258087158,1.5,0.18856419622898102,0.2,0.25352877378463745,1.8,0.2858901619911194,1.6,0.18633264303207397,0.2,0.2911737859249115,0.1,0.3268726170063019,0,0.10576680302619934,0.545454545,0.29926055669784546
78,noise,rattle,nouns,4,0.35437268018722534,0.6,0.1040968969464302,2.538461538,0.4430182874202728,3.4,0.5134592056274414,1.6,0.17178982496261597,0.6,0.19466538727283478,4.5,0.6271370053291321,2.2,0.2671450078487396,3,0.42421793937683105,4.9,0.6827765703201294,4.3,0.3261992037296295,1,0.3697889447212219
79,money,salary,nouns,4.9,0.3650840222835541,2.9,0.2714608609676361,2.769230769,0.38531509041786194,3.7,0.3401999771595001,3.4,0.0960017517209053,2.1,0.3954201340675354,4.5,0.4099445044994354,3.6,0.36961132287979126,3.3,0.297466903924942,2.8,0.2900698184967041,3,0.13559481501579285,4.272727273,0.29782962799072266
80,teacher,helper,nouns,2.7,0.328380823135376,2.1,0.26225045323371887,2.153846154,0.37086179852485657,1.1,0.524848222732544,1.8,0.3756856918334961,2.2,0.43431392312049866,2.5,0.5109201669692993,1.6,0.43048185110092163,0.3,0.44159334897994995,2.1,0.580453097820282,0.6,0.16028253734111786,0.818181818,0.3766518533229828
81,author,creator,nouns,3.9,0.24602651596069336,3.1,0.20684687793254852,3.692307692,0.6034333109855652,5.3,0.5279859304428101,5.3,0.38875195384025574,3.8,0.48421940207481384,5.1,0.4855542778968811,3.9,0.4098421633243561,5.9,0.64604252576828,4.5,0.6075975298881531,2.4,0.25795432925224304,4,0.2737218141555786
